date,CLOSE,OPEN,HIGH,LOW,VOLUME
2021-07-21,655.28998,659.60999,664.85992,650.2901,13938729
2021-07-22,649.26001,656.44281,662.16998,644.6001,15066565
2021-07-23,643.38,646.35999,648.79999,637.30011,14581736
2021-07-26,657.62,650.96997,668.19989,647.10999,25171775
2021-07-27,644.78003,663.40002,666.5,627.23999,32552730
2021-07-28,646.97998,646.995,654.96991,639.40009,15904731
2021-07-29,677.34998,649.78998,683.69,648.79999,30346956
2021-07-30,687.20001,671.758,697.53003,669.0,29571939
2021-08-02,709.66998,700.0,726.94,698.40002,33571436
2021-08-03,709.73999,719.0,722.65002,701.01001,21584492
2021-08-04,710.91998,711.0,724.90002,708.92999,16984156
2021-08-05,714.63,716.0,720.94989,711.40997,12898481
2021-08-06,699.09998,711.90002,716.33002,697.63,15603622
2021-08-09,713.76001,710.16998,719.03003,705.13,14693511
2021-08-10,709.98999,713.98999,716.59003,701.88,13398412
2021-08-11,707.82001,712.71002,715.17999,704.21002,9780089
2021-08-12,722.25,706.34003,722.79999,699.40002,17662215
2021-08-13,717.16998,723.71002,729.90002,714.34003,16696900
2021-08-16,686.16998,705.07001,709.5,676.40002,23043993
2021-08-17,665.71002,672.65997,674.58002,648.84003,23676077
2021-08-18,688.98999,669.74799,695.77002,669.34998,20233666
2021-08-19,673.46997,678.21002,686.54999,667.59003,14247025
2021-08-20,680.26001,682.84998,692.12988,673.70001,14936588
2021-08-23,706.29999,685.44202,712.12988,680.75049,20240922
2021-08-24,708.48999,710.67999,715.21997,702.64001,13061908
2021-08-25,711.20001,707.03003,716.96997,704.0,12627810
2021-08-26,701.15997,708.31,715.40002,697.62012,13164446
2021-08-27,711.91998,705.0,715.0,702.1001,13806115
2021-08-30,730.90997,714.71503,731.0,712.72998,18506755
2021-08-31,735.71997,733.0,740.39001,726.44,20796958
2021-09-01,734.09003,734.08002,741.98999,731.27008,13156313
2021-09-02,732.39001,734.5,740.96997,730.53998,12738032
2021-09-03,733.57001,732.24902,734.0,724.20001,15242064
2021-09-07,752.91998,740.0,760.20001,739.26001,19995750
2021-09-08,753.87,761.58002,764.45001,740.77332,18762952
2021-09-09,754.85999,753.40997,762.09998,751.63013,13996904
2021-09-10,736.27002,759.59998,762.60999,734.52008,15064773
2021-09-13,743.0,740.21399,744.78003,708.84998,22802480
2021-09-14,744.48999,742.57001,754.46997,736.40002,18529514
2021-09-15,755.83002,745.0,756.85999,738.35999,15325965
2021-09-16,756.98999,752.83002,758.90997,747.60999,13896943
2021-09-17,759.48999,757.15002,761.03998,750.0,28082267
2021-09-20,730.16998,734.55768,742.0,718.62488,24696762
2021-09-21,739.38,734.78998,744.73993,730.44,16251228
2021-09-22,751.94,743.52631,753.66992,739.12,15102245
2021-09-23,753.64001,755.0,758.20001,747.91998,11924707
2021-09-24,774.39001,745.89001,774.79999,744.56,21422767
2021-09-27,791.35999,773.12,799.0,769.31,28003090
2021-09-28,777.56,787.20001,795.64001,766.18011,25189321
2021-09-29,781.31,779.79999,793.5,770.67999,20819068
2021-09-30,775.47998,781.0,789.13049,775.0,17919639
2021-10-01,775.21997,778.40002,780.78003,763.59003,17004185
2021-10-04,781.53003,796.5,806.96991,776.12,30427659
2021-10-05,780.59003,784.79602,797.31,774.20001,18324851
2021-10-06,782.75,776.20001,786.65997,773.21997,14560755
2021-10-07,793.60999,785.46002,805.0,783.38,19158425
2021-10-08,785.48999,796.21002,796.38,780.90997,16727815
2021-10-11,791.94,787.65002,801.23999,785.5,14156548
2021-10-12,805.71997,800.92999,812.32001,796.57001,21931851
2021-10-13,811.08002,810.46997,815.40997,805.78003,14038851
2021-10-14,818.32001,815.48999,820.25,813.3501,12205949
2021-10-15,843.03003,823.73798,843.21002,822.34998,18844002
2021-10-18,870.10999,851.78998,875.26001,851.46997,24088788
2021-10-19,864.27002,877.53003,877.95001,862.51001,17297915
2021-10-20,865.79999,865.34998,869.48999,857.38,13959275
2021-10-21,894.0,856.0,900.0,855.50458,31308185
2021-10-22,909.67999,895.5,910.0,890.96002,22786065
2021-10-25,1024.85999,950.53003,1045.02002,944.20001,62395278
2021-10-26,1018.42999,1024.68994,1094.93994,1001.44,61963483
2021-10-27,1037.85999,1039.66003,1070.88,1030.78003,38348785
2021-10-28,1077.04004,1068.30505,1081.0,1054.19995,27074169
2021-10-29,1114.0,1081.85999,1115.20996,1073.20496,29792658
2021-11-01,1208.58997,1145.0,1209.75,1118.66003,55686570
2021-11-02,1172.0,1159.35498,1208.58997,1146.0,42474747
2021-11-03,1213.85999,1177.32996,1215.39001,1152.62,34529617
2021-11-04,1229.91003,1234.41003,1243.48999,1217.0,25276577
2021-11-05,1222.08997,1228.0,1239.87,1208.0,21435241
2021-11-08,1162.93994,1149.78503,1197.0,1133.0,33273182
2021-11-09,1023.5,1173.59998,1174.5,1011.52002,59010693
2021-11-10,1067.94995,1010.40997,1078.09998,987.31,42528584
2021-11-11,1063.51001,1102.77002,1104.96997,1054.68005,22361515
2021-11-12,1033.42004,1047.5,1054.5,1019.20001,25441855
2021-11-15,1013.39001,1017.63,1031.97998,978.59998,34581276
2021-11-16,1054.72998,1003.31,1057.19995,1002.17999,26409657
2021-11-17,1089.01001,1063.51001,1119.64001,1055.5,31275653
2021-11-18,1096.38,1106.55005,1112.0,1075.02002,20773670
2021-11-19,1137.06006,1098.87,1138.71985,1092.69995,21516067
2021-11-22,1156.87,1162.32996,1201.94995,1132.43005,32863896
2021-11-23,1109.03003,1167.51001,1180.49988,1062.69995,35924427
2021-11-24,1116.0,1080.39001,1132.77002,1062.0,22455076
2021-11-26,1081.92004,1099.46997,1108.78271,1081.0,11650423
2021-11-29,1136.98999,1100.98999,1142.67004,1100.18994,19330059
2021-11-30,1144.76001,1144.37,1168.0,1118.0,26920916
2021-12-01,1095.0,1160.69495,1172.83984,1090.76001,22749946
2021-12-02,1084.59998,1099.06006,1113.0,1056.65002,24213942
2021-12-03,1014.96997,1084.79004,1090.57532,1000.21002,30606475
2021-12-06,1009.01001,1001.51001,1021.64001,950.5,27060127
2021-12-07,1051.75,1044.19995,1057.67395,1026.81006,18586270
2021-12-08,1068.95996,1052.70996,1072.38,1033.00012,13897240
2021-12-09,1003.79999,1060.64001,1062.48999,1002.35999,19686430
2021-12-10,1017.03003,1008.75,1020.97968,982.53003,19776122
2021-12-13,966.40997,1001.09003,1005.0,951.41998,25967710
2021-12-14,958.51001,945.0,966.40997,930.0,23456302
2021-12-15,975.98999,953.21002,978.74988,928.25012,24861424
2021-12-16,926.91998,994.5,994.97998,921.84998,27393100
2021-12-17,932.57001,914.77002,960.65991,909.0401,33567683
2021-12-20,899.94,910.70001,921.68842,893.39001,18670531
2021-12-21,938.53003,916.87,939.5,886.12,23690872
2021-12-22,1008.87,965.65997,1015.65991,957.04999,31046563
2021-12-23,1067.0,1006.79999,1072.97668,997.56,30735097
2021-12-27,1093.93994,1073.67004,1117.0,1070.71521,23695249
2021-12-28,1088.46997,1109.48999,1118.99988,1078.42004,20025526
2021-12-29,1086.18994,1098.64001,1104.0,1064.14001,18699667
2021-12-30,1070.33997,1061.32996,1095.55005,1053.15002,15595484
2021-12-31,1056.78003,1073.44446,1081.99988,1054.58997,13530074
2022-01-03,1199.78003,1147.75,1201.06995,1136.04004,34704012
2022-01-04,1149.58997,1189.55005,1208.0,1123.05005,33232066
2022-01-05,1088.12,1146.65002,1170.33997,1081.01013,26527233
2022-01-06,1064.69995,1077.0,1088.0,1020.5,30094321
2022-01-07,1026.95996,1080.37,1080.92993,1010.0,27919584
2022-01-10,1058.12,1000.0,1059.09998,980.0,30455813
2022-01-11,1064.40002,1053.67004,1075.84998,1038.81995,21942784
2022-01-12,1106.21997,1078.84998,1114.83997,1072.59009,27790685
2022-01-13,1031.56006,1109.06494,1115.59998,1026.53906,32269410
2022-01-14,1049.60999,1019.88,1052.0,1013.37878,24231357
2022-01-18,1030.51001,1026.60498,1070.78992,1016.06,22217970
2022-01-19,995.65002,1041.70496,1054.66992,995.0,25014677
2022-01-20,996.27002,1009.72998,1041.66003,994.0,23301757
2022-01-21,943.90002,996.34003,1004.54999,940.5,34237917
2022-01-24,930.0,904.76001,933.51312,851.46997,50413641
2022-01-25,918.40002,914.20001,951.26001,903.21002,28800832
2022-01-26,937.40997,952.42999,987.69,906.0,34889649
2022-01-27,829.09998,933.35999,935.39001,829.0,48769207
2022-01-28,846.34998,831.56,857.5,792.01001,44755342
2022-01-31,936.71997,872.71002,937.98999,862.04999,34595868
2022-02-01,931.25,935.21002,943.70001,905.0,24260289
2022-02-02,905.65997,928.17999,931.5,889.40997,22171850
2022-02-03,891.14001,882.0,937.0,880.52002,26146554
2022-02-04,923.32001,897.21997,936.5,881.16998,24482314
2022-02-07,907.34003,923.78998,947.77002,902.70892,20238671
2022-02-08,922.0,905.53003,926.28992,894.79999,16835331
2022-02-09,932.0,935.0,946.2699,920.0,17357744
2022-02-10,904.54999,908.37,943.81,896.70001,21918309
2022-02-11,860.0,909.63,915.96002,850.70001,26373287
2022-02-14,875.76001,861.57001,898.87988,853.15002,22535630
2022-02-15,922.42999,900.0,923.0,893.37738,19174762
2022-02-16,923.39001,914.04999,926.42987,901.21002,17013359
2022-02-17,876.34998,913.26001,918.49988,874.09998,18314681
2022-02-18,856.97998,886.0,886.87,837.60999,22686572
2022-02-22,821.53003,834.13,856.73383,801.1001,28106488
2022-02-23,764.03998,830.42999,835.29968,760.56,31688708
2022-02-24,800.77002,700.39001,802.47998,700.0,44923756
2022-02-25,809.87,809.22998,819.5,782.40051,25324038
2022-02-28,870.42999,815.01001,876.85999,814.70752,31401736
2022-03-01,864.37,869.67999,889.88,853.78003,24655369
2022-03-02,879.89001,872.13,886.47998,844.27209,24811589
